   5.0000000000000003E-002   0.0000000000000000                1          -1
  0.15000000000000002        0.0000000000000000                1          -1
  0.25000000000000000        0.0000000000000000                1          -1
  0.35000000000000003        0.0000000000000000                1          -1
  0.45000000000000001        0.0000000000000000                1          -1
  0.55000000000000004        0.0000000000000000                1          -1
  0.65000000000000002        0.0000000000000000                1          -1
  0.75000000000000000        0.0000000000000000                1          -1
  0.85000000000000009        0.0000000000000000                1          -1
  0.95000000000000007        0.0000000000000000                1          -1
   1.0500000000000000        0.0000000000000000                1          -1
   1.1500000000000001        0.0000000000000000                1          -1
   1.2500000000000000        0.0000000000000000                1          -1
   1.3500000000000001        0.0000000000000000                1          -1
   1.4500000000000002        0.0000000000000000                1          -1
   1.5500000000000000        0.0000000000000000                1          -1
   1.6500000000000001        0.0000000000000000                1          -1
   1.7500000000000000        0.0000000000000000                1          -1
   1.8500000000000001        0.0000000000000000                1          -1
   1.9500000000000002        0.0000000000000000                1          -1
   2.0500000000000003        0.0000000000000000                1          -1
   2.1499999999999999        0.0000000000000000                1          -1
   2.2500000000000000        0.0000000000000000                1          -1
   2.3500000000000001        0.0000000000000000                1          -1
   2.4500000000000002        0.0000000000000000                1          -1
   2.5500000000000003        0.0000000000000000                1          -1
   2.6500000000000004       -10.381052937994099                1         335
   2.7500000000000000       -6.0135373846347697                1         415
   2.8500000000000001       -3.4767779693980443                1         431
   2.9500000000000002       -1.5827430714898783                1         526
   3.0500000000000003      -0.34242106392623733                1         601
   3.1500000000000004       0.50805235155235118                1         627
   3.2500000000000000       0.91134234720653917                1         761
   3.3500000000000001        1.1061758518741456                1         813
   3.4500000000000002        1.1223997121638276                1         911
   3.5500000000000003        1.0143123280708359                1        1020
   3.6500000000000004       0.89843285789400196                1        1114
   3.7500000000000000       0.71230432276624567                1        1249
   3.8500000000000001       0.56469358333037989                1        1358
   3.9500000000000002       0.43534074251149546                1        1523
   4.0499999999999998       0.30069231094369780                1        1692
   4.1500000000000004       0.22085581029595250                1        1802
   4.2500000000000000       0.12194048115432239                1        2025
   4.3500000000000005        7.6110893932360896E-002           1        2182
   4.4500000000000002        3.3599723397846247E-002           1        2356
   4.5499999999999998       -8.6136104299397356E-003           1        2637
   4.6500000000000004       -3.4690630628331866E-002           1        2781
   4.7500000000000000       -5.9993660851892144E-002           1        3074
   4.8500000000000005       -9.0004075723426891E-002           1        3168
   4.9500000000000002      -0.15159929726307655                1        3483
   5.0500000000000007      -0.17731135939751017                1        3700
   5.1500000000000004      -0.23923714748114397                1        3875
   5.2500000000000000      -0.27961521833935238                1        4265
   5.3500000000000005      -0.32587999713655519                1        4414
   5.4500000000000002      -0.34924968400139894                1        4730
