 0.05  0.000000000000e+00  1
 0.15  0.000000000000e+00  1
 0.25  0.000000000000e+00  1
 0.35  0.000000000000e+00  1
 0.45  0.000000000000e+00  1
 0.55  0.000000000000e+00  1
 0.65  0.000000000000e+00  1
 0.75  0.000000000000e+00  1
 0.85  0.000000000000e+00  1
 0.95  0.000000000000e+00  1
 1.05  0.000000000000e+00  1
 1.15  0.000000000000e+00  1
 1.25  0.000000000000e+00  1
 1.35  0.000000000000e+00  1
 1.45  0.000000000000e+00  1
 1.55  0.000000000000e+00  1
 1.65  0.000000000000e+00  1
 1.75  0.000000000000e+00  1
 1.85  0.000000000000e+00  1
 1.95  0.000000000000e+00  1
 2.05  0.000000000000e+00  1
 2.15  0.000000000000e+00  1
 2.25  0.000000000000e+00  1
 2.35  0.000000000000e+00  1
 2.45  0.000000000000e+00  1
 2.55  0.000000000000e+00  1
 2.65  0.000000000000e+00  1
 2.75  3.155537000000e+01  1
 2.85  2.048250184000e+01  1
 2.95  1.456288833062e+01  1
 3.05  1.017188034838e+01  1
 3.15  6.653393514938e+00  1
 3.25  3.948203522617e+00  1
 3.35  2.110347002278e+00  1
 3.45  1.012906515502e+00  1
 3.55  4.294213261057e-01  1
 3.65  1.554886005152e-01  1
 3.75  4.058072097660e-02  1
 3.85  2.742370077913e-02  1
 3.95  5.960571992021e-02  1
 4.05  1.106747650734e-01  1
 4.15  1.768335736548e-01  1
 4.25  2.306371059585e-01  1
 4.35  2.849289248244e-01  1
 4.45  3.126891168495e-01  1
 4.55  3.365890399192e-01  1
 4.65  3.290899467286e-01  1
 4.75  2.504668136061e-01  1
 4.85  1.540363799383e-01  1
 4.95  2.767579941631e-02  1
 5.05 -8.044193331184e-02  1
 5.15 -1.505725424540e-01  1
 5.25 -1.899663617769e-01  1
 5.35 -2.047415533426e-01  1
 5.45 -2.044128178812e-01  1
 5.55 -1.960660879802e-01  1
 5.65 -1.833480510549e-01  1
 5.75 -1.691609852062e-01  1
 5.85 -1.540754814478e-01  1
 5.95 -1.397760995128e-01  1
 6.05 -1.258314343091e-01  1
 6.15 -1.127393506185e-01  1
 6.25 -1.004021327886e-01  1
 6.35 -8.830846649186e-02  1
 6.45 -7.678325910081e-02  1
 6.55 -6.604887360355e-02  1
 6.65 -5.743259206272e-02  1
 6.75 -5.032816422961e-02  1
 6.85 -4.493838991379e-02  1
 6.95 -4.041355096622e-02  1
 7.05 -3.660864363399e-02  1
 7.15 -3.323047976700e-02  1
 7.25 -3.024418431641e-02  1
 7.35 -2.752583986271e-02  1
 7.45 -2.510957622010e-02  1
 7.55 -2.297666683707e-02  1
 7.65 -2.111703792667e-02  1
 7.75 -1.944999689155e-02  1
 7.85 -1.795705907920e-02  1
 7.95 -1.655139010936e-02  1
 8.05 -1.527118727351e-02  1
 8.15 -1.407616825831e-02  1
 8.25 -1.298811921165e-02  1
 8.35 -1.198767089530e-02  1
 8.45 -1.104971329866e-02  1
 8.55 -1.020444966998e-02  1
 8.65 -9.414343679363e-03  1
 8.75 -8.699436924766e-03  1
 8.85 -8.037322558705e-03  1
 8.95 -7.429562086050e-03  1
 9.05 -6.867286313014e-03  1
 9.15 -6.342293756566e-03  1
 9.25 -5.862347563195e-03  1
 9.35 -5.417281609428e-03  1
 9.45 -5.007301236464e-03  1
 9.55 -4.629952502711e-03  1
 9.65 -4.284880618104e-03  1
 9.75 -3.962451711230e-03  1
 9.85 -3.672446215425e-03  1
 9.95 -3.402427498312e-03  1
10.05 -3.155102477954e-03  1
10.15 -2.925098507823e-03  1
10.25 -2.712551128861e-03  1
10.35 -2.520092462598e-03  1
10.45 -2.337534181627e-03  1
10.55 -2.175037771239e-03  1
10.65 -2.022535446070e-03  1
10.75 -1.885010832989e-03  1
10.85 -1.755004287194e-03  1
10.95 -1.640000000000e-03  1
11.05 -1.532499482017e-03  1
11.15 -1.435044852329e-03  1
11.25 -1.340000000000e-03  1
11.35 -1.260000000000e-03  1
11.45 -1.180000000000e-03  1
11.55 -1.110000000000e-03  1
11.65 -1.042562530903e-03  1
11.75 -9.800000000000e-04  1
11.85 -9.225541700413e-04  1
11.95 -8.700000000000e-04  1
 0.05  0.000000000000e+00  2
 0.15  0.000000000000e+00  2
 0.25  0.000000000000e+00  2
 0.35  0.000000000000e+00  2
 0.45  0.000000000000e+00  2
 0.55  0.000000000000e+00  2
 0.65  0.000000000000e+00  2
 0.75  0.000000000000e+00  2
 0.85  0.000000000000e+00  2
 0.95  0.000000000000e+00  2
 1.05  0.000000000000e+00  2
 1.15  0.000000000000e+00  2
 1.25  0.000000000000e+00  2
 1.35  0.000000000000e+00  2
 1.45  0.000000000000e+00  2
 1.55  0.000000000000e+00  2
 1.65  0.000000000000e+00  2
 1.75  0.000000000000e+00  2
 1.85  0.000000000000e+00  2
 1.95  0.000000000000e+00  2
 2.05  0.000000000000e+00  2
 2.15  0.000000000000e+00  2
 2.25  0.000000000000e+00  2
 2.35  0.000000000000e+00  2
 2.45  0.000000000000e+00  2
 2.55  0.000000000000e+00  2
 2.65  0.000000000000e+00  2
 2.75  0.000000000000e+00  2
 2.85  0.000000000000e+00  2
 2.95  0.000000000000e+00  2
 3.05  0.000000000000e+00  2
 3.15  0.000000000000e+00  2
 3.25  0.000000000000e+00  2
 3.35  0.000000000000e+00  2
 3.45  0.000000000000e+00  2
 3.55  0.000000000000e+00  2
 3.65  0.000000000000e+00  2
 3.75  0.000000000000e+00  2
 3.85  0.000000000000e+00  2
 3.95  0.000000000000e+00  2
 4.05 -3.846833333333e-01  2
 4.15 -4.037643243243e-01  2
 4.25 -3.872720761246e-01  2
 4.35 -3.637156250000e-01  2
 4.45 -3.375190130486e-01  2
 4.55 -3.096780911063e-01  2
 4.65 -2.829214501875e-01  2
 4.75 -2.586374305771e-01  2
 4.85 -2.367148753949e-01  2
 4.95 -2.179321254591e-01  2
 5.05 -2.018591071214e-01  2
 5.15 -1.872872274748e-01  2
 5.25 -1.744063956824e-01  2
 5.35 -1.634982780827e-01  2
 5.45 -1.556256253417e-01  2
 5.55 -1.500560883713e-01  2
 5.65 -1.469385257358e-01  2
 5.75 -1.426882643866e-01  2
 5.85 -1.381414085765e-01  2
 5.95 -1.318271137013e-01  2
 6.05 -1.251511273484e-01  2
 6.15 -1.175366736824e-01  2
 6.25 -1.092282328430e-01  2
 6.35 -1.004989118348e-01  2
 6.45 -9.209348427169e-02  2
 6.55 -8.351079420881e-02  2
 6.65 -7.560664558756e-02  2
 6.75 -6.810374985596e-02  2
 6.85 -6.112919527775e-02  2
 6.95 -5.441332323494e-02  2
